"","Player","Pos","SCA","GCA","Gls","Sh","SoT","SoT%","G/Sh","G/SoT","ShDist","FK","PK","PKatt","xG","npxG","npxG/Sh","Tkl","TklW","TklDef 3rd","TklMid 3rd","TklAtt 3rd","Press","PressSucc","PressSucc%","PressDef 3rd","PressMid 3rd","PressAtt 3rd","Blocks","Int","Clr"
"104","Craig Cathcart\89e4b358","DF",0.19,0,0,0.11,0,0,0,0,8.4,0,0,0,0,0,0.04,1.24,0.56,0.98,0.26,0,6.2,1.92,30.9,4.4,1.69,0.11,2.07,1.43,4.85
"105","Joel Ward\8a7ff278","DF",0.6,0.08,0,0.34,0.04,11.1,0,0,21.2,0,0,0,0.01,0.01,0.04,1.77,1.02,1.09,0.64,0.04,10.5,3.08,29.5,5.53,3.57,1.35,1.92,2.03,3.76
"106","Daniel James\c931d9f9","FW",2.02,0.19,0.15,1.98,0.57,28.8,0.08,0.27,15.5,0,0,0,0.22,0.22,0.11,1.33,0.65,0.46,0.49,0.38,22.1,5.67,25.7,3.31,8.4,10.3,0.91,0.72,0.46
"107","Ben Foster\d0b3ceb9","GK",0.27,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.04,14.3,0.27,0,0,0,0,0.23
"108","Fabinho\7f3b388c","MF",1.52,0.19,0.19,0.74,0.27,36.8,0.16,0.43,18.8,0.04,0.08,0.08,0.13,0.07,0.11,2.22,1.44,0.66,1.28,0.27,16,5.1,31.9,4.9,8.72,2.37,1.98,2.18,1.17
"109","Jacob Ramsey\1544f145","MF",2.33,0.12,0.23,1.28,0.43,33.3,0.18,0.55,17.6,0,0,0,0.15,0.15,0.11,2.33,1.48,1.21,1.01,0.12,19.8,5.41,27.3,6.61,9.3,3.93,1.56,1.44,0.89
"110","Scott McTominay\d93c2511","MF",1.73,0.24,0.04,0.98,0.24,24,0.04,0.17,20.1,0,0,0,0.05,0.05,0.05,2.63,1.29,1.49,0.94,0.2,18.3,5.06,27.6,6.98,9.06,2.27,1.76,1.84,2.47
"111","James Maddison\ee38d9c5","MF",3.7,0.71,0.39,2.8,1.22,43.7,0.14,0.32,19.8,0.51,0,0,0.3,0.3,0.11,1.57,0.79,0.31,0.87,0.39,17.6,3.98,22.5,3.9,8.86,4.88,0.98,0.71,0.28
"112","Ashley Westwood\495945ef","MF",2.17,0.28,0,0.55,0.04,7.1,0,0,20,0,0,0,0.03,0.03,0.05,1.18,0.91,0.28,0.79,0.12,17.1,3.62,21.2,4.96,9.72,2.4,0.75,1.69,0.79
"113","Mason Mount\9674002f","MF",4.19,0.59,0.43,2.77,1.03,37.1,0.14,0.38,17.9,0.24,0.04,0.04,0.33,0.3,0.11,1.58,1.03,0.4,0.59,0.59,20.2,6.21,30.7,3.36,7.98,8.85,0.83,0.75,0.43
"114","Luke Ayling\420d7c7d","DF",0.87,0.12,0.08,0.75,0.12,15.8,0.11,0.67,12.8,0,0,0,0.06,0.06,0.09,3.13,1.79,1.98,0.95,0.2,15.6,5.44,34.9,8.53,5.44,1.59,1.94,2.14,2.7
"115","Victor Lindelöf\f5deef4c","DF",0.4,0.12,0,0.16,0.08,50,0,0,6.9,0,0,0,0.01,0.01,0.08,0.75,0.4,0.36,0.36,0.04,5.6,2.1,37.6,2.82,2.5,0.28,1.71,1.94,4.64
"116","Granit Xhaka\e61b8aee","MF",3.06,0.12,0.04,1.03,0.16,15.4,0.04,0.25,22.9,0.04,0,0,0.05,0.05,0.05,1.51,0.91,0.75,0.56,0.2,11.1,3.06,27.5,3.73,4.6,2.78,1.31,1.19,0.99
"117","Martin Dúbravka\3a949a25","GK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.04,16.7,0.24,0,0,0,0,0
"118","Diego Llorente\bba30585","DF",0.24,0,0.12,0.4,0.12,30,0.3,1,8.9,0,0,0,0.06,0.06,0.14,2.24,1.4,1.52,0.64,0.08,14.2,5.52,38.9,8.2,5.48,0.52,2.4,2.4,4.04
"119","Neal Maupay\4bcf39f6","FW",2.5,0.12,0.32,2.26,0.52,23.2,0.13,0.54,16,0,0.04,0.08,0.3,0.24,0.11,0.77,0.48,0.12,0.36,0.28,20.2,5.69,28.1,1.65,7.42,11.2,0.85,0.36,0.12
"120","Emerson\df8b52a5","DF",1.95,0.16,0.04,0.61,0.16,26.7,0.07,0.25,14.6,0,0,0,0.06,0.06,0.1,3.37,1.5,2.2,0.93,0.24,20,4.96,24.8,9.88,6.91,3.17,2.28,1.42,3.13
"121","Demarai Gray\4468ec10","MF",3.29,0.2,0.2,2.52,0.57,22.6,0.08,0.36,20.1,0.16,0,0,0.18,0.18,0.07,1.3,0.73,0.49,0.49,0.33,13,4.23,32.4,3.09,5.24,4.72,1.42,0.69,0.57
"122","Diogo Jota\178ae8f8","FW",3.37,0.53,0.61,3.41,1.34,39.3,0.18,0.45,11.7,0,0,0,0.62,0.62,0.18,1.34,0.81,0.57,0.53,0.24,22.6,6.3,27.9,3.86,9.11,9.63,0.77,0.61,0.24
"123","Anthony Gordon\2bd83368","MF",2.78,0.2,0.16,1.8,0.78,43.2,0.09,0.21,18.5,0.2,0,0,0.14,0.14,0.08,2.45,1.47,1.1,0.94,0.41,23.2,6.08,26.2,6,10.5,6.69,2.33,1.43,0.33
"124","Vitaly Janelt\8449d35e","MF",2.12,0.16,0.16,1.18,0.45,37.9,0.14,0.36,17.6,0,0,0,0.1,0.1,0.09,2.33,1.31,0.86,1.02,0.45,19.1,5.59,29.2,5.02,9.51,4.61,1.71,1.63,1.31
"125","Valentino Livramento\afed6722","DF",1.63,0.08,0.04,0.49,0.12,25,0.08,0.33,15.7,0,0,0,0.05,0.05,0.1,2.2,1.22,1.31,0.69,0.2,13.6,4.49,33.1,6.69,5.1,1.76,1.84,2.98,2
"126","Pierre Lees-Melou\f5044e54","MF",2.09,0.04,0.04,1.35,0.37,27.3,0.03,0.11,23.1,0,0,0,0.07,0.07,0.05,2.58,1.6,1.15,1.02,0.41,26.2,6.48,24.7,10,12.4,3.81,1.68,1.64,0.78
"127","Allan\cc700722","MF",1.32,0.25,0,0.29,0.12,42.9,0,0,24.1,0,0,0,0.01,0.01,0.03,3.17,2.51,1.28,1.69,0.21,26.7,8.4,31.5,10.7,13.5,2.51,1.89,1.73,1.65
"128","Jorginho\45db685d","MF",2.3,0.33,0.25,0.37,0.08,22.2,0,0,29.7,0,0.25,0.29,0.23,0.02,0.05,2.67,1.81,1.15,1.28,0.25,19.2,6.79,35.4,7,9.38,2.8,1.44,2.43,0.86
"129","Joshua King\43458538","FW",2.44,0.29,0.21,1.98,0.74,37.5,0.08,0.22,14.7,0,0.04,0.04,0.33,0.3,0.15,1.2,0.79,0.25,0.62,0.33,19.6,5.45,27.8,2.73,8.84,8.02,0.83,0.54,1.03
"130","Rodrigo\1fb1c435","MF",2.89,0.17,0.25,1.94,0.66,34,0.11,0.31,18.1,0,0.04,0.04,0.19,0.16,0.08,1.07,0.74,0.21,0.5,0.37,16.6,4.71,28.4,2.69,7.31,6.61,0.62,0.79,1.12
"131","Saïd Benrahma\5a04fd92","FW",2.86,0.33,0.33,2.61,0.87,33.3,0.13,0.38,18.7,0.12,0,0,0.21,0.21,0.08,1.45,0.95,0.66,0.54,0.25,15.6,3.9,25,4.48,7.72,3.4,0.91,0.5,0.29
"132","Fabian Schär\c8aa95da","DF",1.03,0.17,0.08,0.83,0.25,30,0.1,0.33,16.8,0.13,0,0,0.05,0.05,0.07,0.79,0.46,0.58,0.17,0.04,6.13,1.88,30.6,3.33,2.13,0.67,1.58,3.13,5
"133","Milot Rashica\6c6a3300","FW",2.06,0.17,0.04,1.81,0.67,37.2,0.02,0.06,21.5,0.29,0,0,0.11,0.11,0.06,1.34,0.84,0.63,0.5,0.21,13.6,3.78,27.9,4.71,4.58,4.29,1.13,1.43,0.84
"134","Vladimír Coufal\fdf3cb77","DF",1.81,0.25,0,0.46,0.17,36.4,0,0,17,0,0,0,0.03,0.03,0.06,1.77,0.89,0.97,0.46,0.34,12.4,3.21,25.9,5.78,4.09,2.53,1.98,1.43,3.12
"135","Nélson Semedo\d04b94db","DF",1.56,0.04,0,0.8,0.17,21.1,0,0,20.3,0,0,0,0.06,0.06,0.07,2.49,1.69,1.69,0.63,0.17,16,4.56,28.4,7.68,5.53,2.83,1.81,1.86,2.41
"136","Brandon Williams\5e74d6c8","DF",1.31,0.08,0,0.17,0.04,25,0,0,20.2,0,0,0,0.01,0.01,0.05,2.37,1.23,1.53,0.72,0.13,13.4,3.43,25.6,6.61,5.08,1.74,2.16,2.58,1.99
"137","Kevin De Bruyne\e46012d4","MF",5.53,0.51,0.64,3.11,1.32,42.5,0.21,0.48,18.8,0.26,0,0,0.25,0.25,0.08,0.85,0.51,0.13,0.43,0.3,14.7,4,27.2,1.87,6.09,6.77,1.4,0.6,0.72
"138","Raheem Sterling\b400bde0","FW",3.78,0.43,0.56,2.32,1.07,46.3,0.2,0.44,13.8,0,0.09,0.13,0.62,0.52,0.22,1.2,0.77,0.09,0.56,0.56,13.4,3.91,29.2,1.59,6.22,5.58,0.6,0.64,0.13
"139","Marcos Alonso\f4290206","DF",3.59,0.39,0.13,1.82,0.39,21.4,0.07,0.33,19.1,0.39,0,0,0.14,0.14,0.08,1.9,1.21,0.91,0.56,0.43,12.4,3.59,29,5.24,3.94,3.2,1.56,2.86,2.34
"140","Yves Bissouma\6c203af0","MF",1.04,0.17,0.04,0.91,0.22,23.8,0.05,0.2,24,0.04,0,0,0.04,0.04,0.04,3.17,2.17,1.57,1.48,0.13,17.5,6.26,35.7,7,8.43,2.09,1.87,2.39,2.17
"141","Sergi Canós\1137759d","DF",1.52,0.22,0.09,1.39,0.48,34.4,0.06,0.18,16.6,0.04,0,0,0.13,0.13,0.09,2.48,0.96,1.22,0.83,0.43,19.9,4.87,24.5,8.48,7.61,3.78,1.7,1.43,1.65
"142","Mateusz Klich\282679b4","MF",2.87,0.26,0.04,1.74,0.74,42.5,0.03,0.06,20.2,0,0,0,0.12,0.12,0.07,2.13,1.13,0.78,1.04,0.3,25.8,6.48,25.1,7.74,13.6,4.52,1.04,1.35,1.04
"143","David Raya\98ea5115","GK",0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0.04,0,0
"144","Kiko Femenía\e5d01ecf","DF",1.71,0.26,0,0.09,0,0,0,0,21.2,0,0,0,0,0,0.02,1.75,1.05,1.14,0.48,0.13,9.39,3.03,32.2,4.47,3.64,1.27,1.58,2.63,2.59
"145","Phil Foden\ed1e53f3","FW",3.32,0.58,0.4,2.48,0.97,39.3,0.16,0.41,14,0,0,0,0.39,0.39,0.16,0.75,0.62,0.35,0.13,0.27,17.8,5.84,32.8,1.9,5.75,10.1,0.53,0.71,0.04
"146","Alexis Mac Allister\83d074ff","MF",2.79,0.18,0.22,2.48,0.4,16.1,0.05,0.33,20.3,0.18,0.09,0.13,0.29,0.19,0.08,3.14,2.21,1.19,1.28,0.66,24.4,8.67,35.5,6.86,11.2,6.37,1.86,1.11,0.88
"147","Pascal Struijk\f4d296e4","DF",0.8,0.09,0.04,0.49,0.13,27.3,0.09,0.33,7.8,0,0,0,0.06,0.06,0.12,3.01,1.55,1.86,0.97,0.18,17,6.15,36.2,8.94,6.86,1.19,2.52,2.79,3.63
"148","Joe Willock\a3b03921","MF",2.04,0.18,0.09,1.5,0.44,29.4,0.06,0.2,16.1,0,0,0,0.16,0.16,0.11,3.05,1.95,1.37,1.33,0.35,23.7,5.22,22.1,7.43,11.2,5.09,1.68,1.33,0.71
"149","Daniel Amartey\1a4ef233","DF",0.71,0,0,0.09,0.04,50,0,0,32.1,0,0,0,0,0,0.02,1.07,0.53,0.62,0.4,0.04,7.33,2.4,32.7,4.04,2.93,0.36,1.91,1.33,4.67
"150","Ben Godfrey\9f7c837d","DF",1.38,0.09,0,0.8,0.27,33.3,0,0,16.7,0,0,0,0.05,0.05,0.06,2.36,1.16,1.29,0.84,0.22,11.8,3.96,33.5,5.96,4.84,1.02,2.13,2.13,4.36
"151","Thomas Partey\529f49ab","MF",2.27,0.13,0.09,1.96,0.4,20.5,0.05,0.22,21.1,0.09,0,0,0.11,0.11,0.06,2.44,1.82,1.11,1.02,0.31,12.9,4.58,35.4,4.76,6.58,1.6,1.24,1.47,1.42
"152","Che Adams\f2bf1b0f","FW",2.3,0.18,0.32,2.16,1.08,50,0.15,0.29,13,0,0,0,0.31,0.31,0.14,0.72,0.41,0.18,0.27,0.27,14.8,3.96,26.7,1.76,5.95,7.12,1.13,0.45,0.72
"153","Harvey Barnes\3ea50f67","FW",2.52,0.54,0.27,2.93,1.08,36.9,0.09,0.25,15.6,0,0,0,0.3,0.3,0.1,1.35,0.54,0.41,0.5,0.45,12.6,3.78,30.1,3.11,4.95,4.5,1.13,0.45,0.23
"154","Kurt Zouma\ce4246f5","DF",0.23,0,0.05,0.32,0.09,28.6,0.14,0.5,6.2,0,0,0,0.04,0.04,0.13,0.5,0.23,0.41,0.09,0,4.62,1.58,34.3,2.44,1.63,0.54,1.67,2.08,6.2
"155","Jonjo Shelvey\3727dd3c","MF",1.91,0.09,0.09,1.32,0.64,48.3,0.07,0.14,26.3,0.27,0,0,0.04,0.04,0.03,1.27,0.64,0.55,0.64,0.09,13.2,3.18,24.1,4.82,7,1.36,1.27,1.59,1.5
"156","Timothy Castagne\197640fd","DF",1.1,0.05,0.05,0.27,0.14,50,0.17,0.33,16,0,0,0,0.03,0.03,0.09,2.69,1.14,1.28,1.1,0.32,14.4,4.34,30.1,6.12,6.35,1.96,2.19,1.69,2.74
"157","Jamaal Lascelles\450ab6fc","DF",0.28,0.05,0.05,0.73,0.14,18.8,0.06,0.33,8.4,0,0,0,0.05,0.05,0.06,0.87,0.46,0.68,0.09,0.09,6.62,2.19,33.1,4.02,2.33,0.27,2.15,1.55,5.66
"158","César Azpilicueta\53cad200","DF",1.97,0.37,0.05,0.6,0.18,30.8,0.08,0.25,13.6,0,0,0,0.06,0.06,0.09,2.25,1.19,0.96,1.06,0.23,15.7,4.5,28.6,6.33,6.93,2.48,2.75,1.56,2.98
"159","Kiernan Dewsbury Hall\5c74c0f5","MF",3,0.28,0.05,0.97,0.14,14.3,0.05,0.33,20.7,0.05,0,0,0.06,0.06,0.06,1.75,1.06,1.06,0.51,0.18,19.7,4.93,25.1,6.5,7.6,5.58,1.84,1.24,1.24
"160","Fred\b853e0ad","MF",2.53,0.37,0.18,0.69,0.41,60,0.27,0.44,20.2,0,0,0,0.07,0.07,0.1,3.04,1.75,1.34,1.29,0.41,24.6,6.41,26,8.57,13.2,2.81,2.12,2.21,1.34
"161","Mason Holgate\d0042ab9","DF",0.09,0,0.09,0.32,0.09,28.6,0.29,1,9.8,0,0,0,0.05,0.05,0.15,1.71,1.06,1.15,0.55,0,9.82,3.32,33.8,5.85,3.27,0.69,1.29,1.8,5.53
"162","Cheikhou Kouyaté\8d3c902d","MF",0.78,0.05,0,0.37,0,0,0,0,19.2,0,0,0,0.03,0.03,0.07,2.76,1.57,1.47,1.2,0.09,18.1,5.3,29.3,8.85,8.16,1.06,2.72,2.07,2.44
"163","Pascal Groß\8aec0537","MF",3.98,0.28,0.05,1.02,0.28,27.3,0.05,0.17,16.7,0.05,0,0.05,0.13,0.09,0.09,1.39,0.93,0.83,0.42,0.14,17.2,5.19,30.2,5.88,6.2,5.09,1.76,0.69,1.11
"164","Jordan Ayew\da052c14","FW",2.15,0.28,0.09,1.54,0.33,21.2,0.06,0.29,16.8,0.05,0,0,0.14,0.14,0.09,2.43,1.59,0.89,1.03,0.51,23,6.5,28.3,5.42,10,7.57,1.68,1.26,0.23
"165","Jack Grealish\b0b4fd3e","FW",5.16,0.33,0.14,2.11,0.75,35.6,0.07,0.19,14.3,0,0,0,0.23,0.23,0.11,0.94,0.7,0.19,0.56,0.19,12.6,4.93,39,1.83,4.23,6.57,0.94,0.75,0.33
"166","Juraj Kucka\5aaef9ef","MF",1.74,0.09,0.05,2.16,0.52,23.9,0.02,0.09,19.7,0.14,0,0,0.15,0.15,0.07,3.47,2.21,1.92,1.27,0.28,19.9,6.34,31.9,7.37,9.44,3.05,1.83,2.16,2.35
"167","Sergio Reguilón\3353737a","DF",2.44,0.23,0.09,0.99,0.42,42.9,0.1,0.22,14.9,0,0,0,0.14,0.14,0.14,2.21,1.31,1.03,0.89,0.28,14,4.18,29.9,5.49,6.15,2.35,1.5,1.97,2.02
"168","Emile Smith Rowe\17695062","MF",3.13,0.28,0.47,1.88,1.08,57.5,0.25,0.43,15.5,0,0,0,0.27,0.27,0.14,0.85,0.75,0.28,0.56,0,11.5,3.52,30.6,2.35,5.63,3.52,0.7,0.94,0.47
"169","Kieran Tierney\fce2302c","DF",1.78,0.14,0.05,0.7,0.23,33.3,0.07,0.2,21.2,0,0,0,0.03,0.03,0.05,0.99,0.56,0.52,0.33,0.14,7.61,2.3,30.2,2.82,2.72,2.07,1.64,1.46,2.16
"170","Kristoffer Ajer\a8c0acb7","DF",1.32,0.28,0.05,0.33,0.05,14.3,0.14,1,9.2,0,0,0,0.04,0.04,0.12,1.84,1.04,1.18,0.52,0.14,9.39,3.25,34.7,4.95,3.16,1.27,1.7,2.22,3.82
"171","Jadon Sancho\dbf053da","FW",3.89,0.38,0.14,1.23,0.43,34.6,0.12,0.33,14.6,0,0,0,0.16,0.16,0.13,0.85,0.62,0.38,0.38,0.09,13.1,3.22,24.6,3.08,6.07,3.93,1.33,1.14,0.24
"172","Armando Broja\97220da2","FW",1.67,0.14,0.29,2.29,0.9,39.6,0.13,0.32,12.1,0,0,0,0.33,0.33,0.15,0.71,0.52,0.19,0.33,0.19,16.9,4.95,29.4,1.71,5.67,9.48,0.95,0.62,0.38
"173","Mohamed Elyounoussi\68dc0dac","MF",2.34,0.24,0.19,2.06,0.81,39.5,0.09,0.24,13.7,0,0,0,0.29,0.29,0.15,2.06,1.48,0.62,1.1,0.33,21.2,6.89,32.5,6.08,10.2,4.88,1.72,0.86,1
"174","Danny Ings\07802f7f","FW",1.48,0.38,0.33,2.15,0.72,33.3,0.13,0.4,13.2,0,0.05,0.05,0.33,0.3,0.14,1.24,0.53,0.29,0.67,0.29,18.4,4.16,22.6,2.49,7.94,7.99,1.44,0.72,0.91
"175","Leander Dendoncker\5a7301ae","MF",1.35,0.39,0.1,1.01,0.43,42.9,0.1,0.22,15.5,0,0,0,0.11,0.11,0.11,2.08,1.16,1.06,0.97,0.05,21.2,5.8,27.3,8.7,9.81,2.71,2.22,1.11,1.59
"176","Ismaila Sarr\bfdb33aa","FW",2.13,0.14,0.24,1.84,0.72,39.5,0.13,0.33,18.2,0,0,0.05,0.2,0.17,0.09,0.68,0.34,0.19,0.34,0.14,19.3,4.4,22.8,4.2,8.45,6.67,1.01,0.77,0.63
"177","Billy Gilmour\df10e27c","MF",2.33,0.05,0,0.87,0.15,16.7,0,0,22.3,0.1,0,0,0.05,0.05,0.06,2.33,1.07,0.92,1.17,0.24,24,4.9,20.4,9.85,11.4,2.77,1.12,1.6,1.55
"178","Alex Iwobi\6ca5ec4b","MF",2.77,0.24,0.1,1.12,0.29,26.1,0.09,0.33,15.7,0,0,0,0.08,0.08,0.07,1.94,1.21,0.92,0.68,0.34,23.4,7.04,30.1,8.01,9.51,5.87,1.94,1.75,0.92
"179","Cristian Romero\a3d94a58","DF",0.83,0.1,0.05,0.29,0.1,33.3,0.17,0.5,13.3,0,0,0,0.03,0.03,0.11,3.66,2.2,2.1,1.46,0.1,15.4,5.51,35.8,9.46,4.78,1.17,2.49,2.78,3.8
"180","İlkay Gündoğan\819b3158","MF",3.48,0.34,0.29,2.55,0.78,30.8,0.12,0.38,14.4,0.1,0,0,0.37,0.37,0.14,1.03,0.54,0.44,0.54,0.05,9.56,2.75,28.7,2.45,4.51,2.6,0.93,1.32,0.49
"181","Ben Mee\8df7a2fb","DF",0.39,0,0.15,0.88,0.2,22.2,0.17,0.75,8,0,0,0,0.09,0.09,0.11,1.32,0.78,0.74,0.44,0.15,5.34,1.91,35.8,2.99,2.06,0.29,1.96,1.72,5.98
"182","Raphaël Varane\9f8e9423","DF",0.49,0.1,0.05,0.44,0.05,11.1,0.11,1,8.3,0,0,0,0.04,0.04,0.09,1.33,0.79,0.84,0.34,0.15,8.08,2.86,35.4,5.52,2.32,0.25,1.58,1.72,4.68
"183","Luke Thomas\fc027d02","DF",0.99,0.05,0,0.2,0,0,0,0,18.6,0,0,0,0.01,0.01,0.05,2.33,1.44,1.58,0.5,0.25,16.6,4.95,29.9,8.51,6.04,2.03,2.62,1.93,2.38
"184","Gabriel Jesus\b66315ae","FW",3.72,0.85,0.4,3.02,1.06,35,0.12,0.33,13.3,0,0.05,0.05,0.47,0.43,0.14,1.11,0.55,0.25,0.3,0.55,14.3,3.52,24.6,1.66,6.43,6.23,1.16,0.9,0.35
"185","Aaron Wan-Bissaka\9e525177","DF",1.56,0.05,0,0.25,0.05,20,0,0,13.5,0,0,0,0.01,0.01,0.04,2.31,1.26,1.31,0.65,0.35,11.3,3.22,28.4,5.33,3.92,2.06,2.81,2.56,2.41
"186","Martinelli\48a5a5d6","FW",3.23,0.46,0.25,2.39,0.71,29.8,0.11,0.36,14.4,0,0,0,0.28,0.28,0.12,1.42,0.86,0.46,0.66,0.3,15.9,4.31,27.2,2.64,5.33,7.92,1.88,1.02,0.61
"187","Matthew Lowton\9a9c05db","DF",1.68,0.1,0.05,0.51,0.1,20,0.1,0.5,20.5,0,0,0,0.03,0.03,0.06,2.3,1.33,1.07,0.87,0.36,9.54,3.11,32.6,3.78,3.57,2.19,2.3,1.73,3.47
"188","Alexandre Lacazette\9dbb75ca","FW",3.39,0.46,0.21,2.1,0.62,29.3,0.05,0.17,14.6,0.05,0.1,0.15,0.4,0.28,0.13,1.33,0.97,0.36,0.67,0.31,18,5.38,29.9,2.41,6.26,9.33,0.67,0.67,0.31
"189","Lucas Moura\2b622f01","FW",3.08,0.41,0.1,1.95,0.56,28.9,0.05,0.18,15.6,0,0,0,0.19,0.19,0.1,1.49,0.72,0.31,0.82,0.36,14.2,3.44,24.3,3.33,7.13,3.69,0.87,1.13,1.08
"190","Kyle Walker\86dd77d1","DF",1.85,0.26,0,0.41,0.1,25,0,0,23.5,0.05,0,0,0.02,0.02,0.03,1.18,0.82,0.56,0.51,0.1,8.41,2.87,34.1,2.72,4.51,1.18,1.03,1.28,1.23
"191","Hwang Hee-chan\169fd162","FW",1.7,0.15,0.26,1.34,0.52,38.5,0.19,0.5,14.9,0,0,0,0.19,0.19,0.14,1.44,0.72,0.46,0.88,0.1,14,3.3,23.6,2.68,6.86,4.43,0.77,1.19,0.41
"192","Rayan Aït Nouri\9b398aea","DF",2.23,0.31,0.05,0.62,0.16,25,0.08,0.33,16.6,0,0,0,0.04,0.04,0.06,3.73,2.12,2.64,0.67,0.41,19.9,6.74,33.8,11.6,5.6,2.8,1.66,1.76,1.66
"193","Liam Cooper\dc64b8b3","DF",0.42,0.1,0,0.26,0.05,20,0,0,10.2,0,0,0,0.02,0.02,0.06,1.82,0.94,1.09,0.68,0.05,10.4,3.85,37,6.35,3.91,0.16,1.61,2.08,5.83
"194","Emi Buendía\66b76d44","FW",3.61,0.52,0.16,2.09,0.68,32.5,0.08,0.23,17.6,0,0,0,0.15,0.15,0.07,2.51,1.57,1.15,0.94,0.42,21,5.34,25.4,5.08,9.9,6.02,1.15,0.89,0.26
"195","Diogo Dalot\d9565625","DF",1.88,0.26,0,0.68,0.21,30.8,0,0,21.1,0,0,0,0.04,0.04,0.05,2.88,1.62,1.73,0.68,0.47,11.6,3.56,30.6,5.6,4.14,1.88,1.94,2.3,3.19
"196","Fraser Forster\c3e39f12","GK",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.16,0.05,33.3,0.16,0,0,0,0,0.21
"197","Kai Havertz\fed7cb61","FW",2.63,0.32,0.37,2.68,1.11,41.2,0.14,0.33,12.5,0,0,0,0.44,0.44,0.17,1.05,0.68,0.21,0.63,0.21,17.6,4.95,28.1,1.79,6.53,9.26,1.95,0.32,1.47
"198","Manuel Lanzini\26f6dca8","MF",2.89,0.53,0.26,0.68,0.21,30.8,0.15,0.5,21.6,0.05,0.16,0.16,0.18,0.06,0.09,1.32,0.95,0.58,0.42,0.32,19.2,4.95,25.8,5.42,9.89,3.84,1.05,1.47,0.37
"199","Jakub Moder\f230bc30","MF",1.96,0.21,0,1.48,0.32,21.4,0,0,16.5,0.11,0,0,0.13,0.13,0.09,2.22,1.53,1.01,0.74,0.48,19.1,6.14,32.1,6.24,7.14,5.71,1.64,1.16,1.38
"200","Jeffrey Schlupp\3312f911","MF",2.02,0.21,0.21,1.54,0.37,24.1,0.14,0.57,13.3,0,0,0,0.15,0.15,0.1,2.45,1.17,0.9,1.17,0.37,19,6.01,31.7,5.59,9.68,3.72,2.39,1.12,1.49
"201","Reece James\1265a93a","DF",3.8,0.48,0.27,1.76,0.48,27.3,0.15,0.56,20.2,0.27,0,0,0.13,0.13,0.07,2.09,1.23,1.18,0.75,0.16,13.3,4.71,35.5,5.13,5.19,2.94,1.5,1.12,1.12
"202","Takehiro Tomiyasu\b3af9be1","DF",1.65,0.21,0,0.59,0.11,18.2,0,0,17.2,0,0,0,0.03,0.03,0.06,2.03,0.91,1.02,0.64,0.37,11.3,3.74,33,4.44,5.08,1.82,1.93,1.93,2.3
"203","Solly March\bb5fbd2b","DF",3.39,0.16,0,1.13,0.54,47.6,0,0,17.3,0.11,0,0,0.08,0.08,0.07,2.04,1.18,0.81,0.48,0.75,13.5,3.82,28.3,3.76,4.14,5.59,1.77,1.67,1.24
"204","Nathan Redmond\ab651565","MF",3.41,0.38,0,1.19,0.32,27.3,0,0,20.1,0.05,0,0,0.1,0.1,0.08,1.03,0.65,0.32,0.49,0.22,18.3,4.92,26.9,4.49,7.3,6.49,1.68,1.14,0.86
